First Seen,SHA256,Domain/IP,Port,Backup DNS,File Name,Startup Name,Folder Name,Data Directory Name,Backup Startup Exe,Mutex,Build ID,Enable Client Installation/Startup,Client Persistence Module: Protect Luminosity's Client Binary,Silent Mode (Hide Luminosity Window on Client PC),Proactive Anti-Malware: Clean Malicious Files and Speed up Client PC,Power Saver: Prevent Sleep Mode and Turn off Monitor after 15 minutes of inactivity,Remove File after Execution (Melt),Anti-Virtual Machines/Debugging,Hide File and Directories,Backup Startup
2015-10-29,708760c06c75e993f1a163ee86ecde64fa5069c565b0dcd48a0f56626a6639fb,marcus1234.no-ip.biz,5552,Disabled,Disabled,Disabled,N/A,N/A,N/A,5cce345cf927c613aea1709557b8d3744840de80,runescape,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-21,707a1f029bd1af56f07eb062d59697e6fc36f93995b35fdbbf93fc1349781835,popek.mooo.com,6318,Disabled,Disabled,Disabled,N/A,N/A,N/A,d8db331ac6878110853063282bd0ee565795cc3a,POPEK,No,No,Yes,Yes,No,No,No,No,No
2016-01-16,707dfe2743a3f6fb38bc5a8a1c7a3030ee6c2d9eb37d46db2de3d47183995b61,javasc.duckdns.org,3916,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,89cc9875b0144ed695fb2a553e61c25b16b20091,Dolph050116,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-24,706c1855999636e3af783841812ac8903991d275cefd542426c11d3b7659f53b,212.7.208.69,2222,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,97dfcec938ecab645e2669a0828b04010f77c366fee5a2488a64cac9d1cbb88f,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2015-05-19,706e5d707acabbcd7de13f3bb3518e0451482e767b152cbc5854b5b8ac3713e3,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-07-06,7069424295b50e781f2905fea09237241565d393f3eeecdf5f8736c9757adb9c,XeKush32.chickenkiller.com,6318,Disabled,Disabled,Disabled,N/A,N/A,N/A,47fa08765bf4a72b8c965e87572abba09b09f7dc,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-01-17,706aa7646974c5c5d43ef9ea7cee009a33fe59019477166e3362d5676b058f06,subline.duckdns.org,6318,Disabled,client.exe,Client,N/A,N/A,N/A,7a43af6a0273bff1b47e52544b642f9fa7e74383,KL,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-06-20,85bf0231ed758c851389672c0453d2726205eeeb630d5c01cca12e33ec4c1217,chillcord.tk,2525,chillcord.ml,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,b43be8953e7a32d427e1472f24bfbb7140784de406381fd0a01c37ec36defe1b,Watchdogs,No,Yes,Yes,No,Yes,No,Yes,No,No
2015-05-19,85c3d5d33c569a23297325ccda12c30b9a5d7bb93909fcb813c5778578cec47b,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-05-16,858ace8dfee1b21a891cb7fd77cef1050d88edc171ebe189e00bfda423acc78a,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-06-19,857d2a903c82ee62eeede82e9f4a5398276cb726d64b4bd69fdbf5592c1a7f75,fukmeboi.servehalflife.com,1654,Disabled,client.exe,Client,N/A,N/A,N/A,e0c5c53e909010c3a00da4be9cff6b20ddcfd696,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-07-01,8588ae96d2ddc5e93369c1aea92c0389ab88c69ebcac1e071ccde01938f24032,XeKush32.chickenkiller.com,6318,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,47fa08765bf4a72b8c965e87572abba09b09f7dc,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-08-07,859c03bf47f26e9e5ce9b7dde5f127f5a00b88e6ca3af005be6efccac560b2ec,lugiaex.duckdns.org,1337,Disabled,Meekmill,MP3,N/A,N/A,N/A,080c11099d5266ca4625331eb59377a379db00fa,Immortal,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-21,859f25f23facfae74b0bb2c4459e67818c8ef6f5776ff2be8b93a10a4f7674eb,cranzz.mooo.com,5486,Disabled,bcdboot.exe,bootmanage,N/A,N/A,N/A,b2590c5bc65ca41c1196e56cae4127bee980937d,VideoNew,No,Yes,Yes,No,Yes,No,No,No,No
2015-09-05,858ce89df0f5011bc67eea125104c69863a75f52c925392a387f26e7952dad6a,1234rag.no-ip.biz,5500,yourdns.example.com,client.exe,Luminosity Client,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,HOME,No,Yes,No,Yes,Yes,No,No,No,No
2015-08-26,859442bd3da260d5983040daa35a9d59e2941e16afe6fa12e4f792902a0a7806,memes.twilightparadox.com,1604,Disabled,explorer.exe,Windows Explorer,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,CraigsList,No,Yes,Yes,Yes,No,No,No,No,No
2016-02-02,87e1c5e379e15e50dc894540825712948e80576927731eedcfa3c3dc79693977,kissman.chickenkiller.com,1967,Disabled,Disabled,Disabled,N/A,N/A,N/A,94dc6ce5db6a73bb73109c611795a32c60a89d8c,ABYSS,No,No,Yes,Yes,Yes,No,No,No,No
2016-06-13,66b72fdac74d003299f6b6c571c1fdbed6d2e67216ad73e5c46f0d54fc83f41c,21Haxoredition.chickenkiller.com,1337,Disabled,ClashofClansHack.exe,ClashOfClans,Client,Monitor,clientmonitor.exe,20ef828c53cbef3ae1b778e5e521b2b0b705839ff0bce2a2cb9632a251a80804,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2016-06-15,66c31f17ed84b37b2f4edeffdb36a135e53cbaab7cdebdf2966a326ac025a2ca,101.165.229.249,54984,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,f2d3d5640bb0af8dfbd0f3ac8417938d6af1fff6491d2c8621ad507e83c2dac1,HOME,No,No,Yes,No,No,No,Yes,No,No
2016-05-11,66b16fad4928261c4ba7daa83fa6b10073700a55972885356c7d399b4d74a3e7,tar.toquito.me,4525,Disabled,cvsys.exe,ricmedia,maindt,rictodata,omsysad.exe,05a4d1640b29d6f891d77fb5ca1b9e45d8d380c9bd71537e679e427fbc3ff80f,KOALA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-04-29,66b24f213bf420ef30a986ca27190441cc4276fe1c1aa5f98c6ff424476b6349,biggymoney03.no-ip.biz,1867,Disabled,Thelper.exe,Computer Thelper,N/A,N/A,N/A,6bc71beb07cb6474929be387ab9c2e7826408d44,FATAP,No,No,Yes,No,No,No,No,No,No
2015-08-14,669ae1e1727eb21633c090b344f1cf34dc643046f45a7a41d59e7e168a95955e,niggerdick420.no-ip.org,4200,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,43a2eb72d984dc1105f6f277d426e280cfbc67f3,SKINS3.0,No,Yes,Yes,No,Yes,No,No,No,No
2015-05-23,66a7dbe3f4a4767840719e93aa6e07395af4be550c49c7885d497c261a791ee1,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-11-17,7e431742a159cc1fb14ae2e0041ce3ebd046478b4614a4ccf0024d6b9b43a48a,190.244.174.19,6318,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,6ae77b834ae4b022ba11739f905c2e8577aa36d7,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-20,7e3deccb436b3f98ea440f5e23fa7cf98c864576385b200eb1802f4c24354fcf,192.166.218.230,57123,Disabled,client.exe,windows,Windows,windows,secureclient.exe,30b2a03a830986dcc1d04c94f229b3ffcb0b5128da14806d6f8e07be10f43c13,HOME,No,No,Yes,No,No,No,No,No,No
2015-10-20,87dbb7ad98dcf5e3dab9cea51876a82b598dd5431e7f57546d9304b92266ea70,venflame.ignorelist.com,1855,Disabled,windowsx86.exe,Windows x86,N/A,N/A,N/A,37d3abf93dbe04b7eb83987cae627f61c2b48eeb,1.11,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-05-19,8bf946ad6460b62af7ad27be5743fba48b64f36337e86f9d4a8b4a7ac1247ef3,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-20,8bee94125f8da7c67e7ebedbb46561194503ba8534b6b5230753713d04577e5e,packetupdater.chickenkiller.com,1605,Disabled,OneBrowser.exe,OneBrowser,N/A,N/A,N/A,acfa40a9f56999ca08217f3ff3ef1e7826399e38,Youtube,No,No,Yes,No,Yes,No,No,No,No
2015-05-05,8bd8eefb1048d2979e8940bed624462b8b1afff79356916f0dcd51122c919d41,n3xtm3v3fuck.chickenkiller.com,6318,r353rv3d0m41n.chickenkiller.com,helpdesk.exe,helpdesk,N/A,N/A,N/A,89097884600a62f8b1eb02acdfe3fc804563b2ce,BF3L3AK,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-11-21,8bd771743dcfc9360aebed5f3253867cee325ad944ce5512e8d2e020d8a9d307,h6l4c3.fishdns.com,6380,Disabled,mcsvc.exe,Micro Corporation Service,N/A,N/A,N/A,d72e961a7fb3b302530e2561b0c2be917085a1c3,USER,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-05-21,933977326254fd632824c26f20048dde314c81e90cdb5565fad0afc0ac04c9c8,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-12-16,9337c1c6a7f382f469dd4e46f68439192aa3b69134f5f0d181372ff43c6b5baa,SKROLLNET.fishdns.com,58294,Disabled,Disabled,Disabled,N/A,N/A,N/A,375b705a3fad51ef70ca3f1f25ef57ebbdbc374f,Steady,No,No,Yes,Yes,Yes,No,No,No,No
2015-05-16,5f51102c9345bd76ebd0311340c87b5c250e7873cdf5be0a0996d51a0c69aad1,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-02,5f4a7864fc91cf05e044da282c2bfd92a02dc3477bd30fb797911bbb418cb183,machination.xinvasion.xyz,6399,machination.xresurrection.xyz,system.exe,System Monitor,System,System,systemmonitor.exe,af79c93e5e1c8c06b64e967668d4e99a9dac7b8c566c3c88406c387fcd746c4b,M4CHINATION,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2015-07-25,5f4e423c3cc7c4f2fb144cf35433a74120303d8ed1d16395b3e59eb657f16d8a,broadband.duckdns.org,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,$ID,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-08-30,5f5eed4c79e1d75e601c628c553aba7869d58e28f886b584cb88428f0a5b6316,pjatwork.anondns.net,6219,Disabled,virus,virus,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,HOME,No,No,No,No,No,No,No,No,No
2016-04-23,5f60f5047276f0871cad7a2c98335ed344d34319d06aa2416185109f01b80fcb,185.17.1.97,2228,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,caae9e6bc80865ba6695ff9b6bf81d616b2e93b89b89b0a6416c71a76edf307e,EVAPIMP,No,No,Yes,No,Yes,No,Yes,No,No
2015-06-15,5f587cbb28b6556e04973b38dcfa2cbd4612e474a6ef79523d87810c16c8ef94,cincinnati.duckdns.org,3009,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,3c79c65af1ab7fb8b65d67c638edcddbff8398e0,TVV,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-06-15,5f5df91a059d6d072e3fd09a01e44c7b1acba77c739bf923a478b6b2b58fe75b,newland.securedns.tech,9187,public2.zzzz.io,prevhost.exe,PreviewHandler,Data5,MWResources3,lsass.exe,190d20c0cc967fc24051a361d3e895db5524de72b47594e40306839ee4e1a69b,EXSA4,No,Yes,Yes,No,Yes,No,Yes,No,No
2016-01-07,5f63af4091f77ff15ac2c0c97e0c9c375a370580a505906e946e0c3c9b9da4b8,gunnarcoolness.no-ip.biz,54984,Disabled,Disabled,Disabled,N/A,N/A,N/A,d0a52d27a3a522647b4d6adb45c5969ef1854807,Scamming,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-06-21,5f6d4d7cd78826764d6f7f98f8ff7929a459a33453ad198c0026ccf26e00c975,Gatt.chickenkiller.com,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,db07099aaa28a8a62e11b899fa0543fc7282d5a3,Client,No,Yes,Yes,Yes,No,No,No,No,No
2015-10-13,83a52684f7d8232a1c9715119b547f29e092e70491e8cf8425e79fb062943d1a,emenike.no-ip.info,2487,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,642621a58e52ef7d15cc4d24ee25136175d9d7a4,CAS,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-08-04,83a45b008dba423efbe2e27a84637783d52cc0b9f8e30542a904b2c6576d82d1,173.254.223.67,25565,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,trekt,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-06-12,83aacaf43a280e60fdbd217de6f7ba3ddfa8c4f842c5cff9939b5d3034d7c0c7,bluediamond15.no-ip.org,7171,Disabled,Disabled,Disabled,N/A,N/A,N/A,a2f1dba0be975a7e51b9d49e1828f5a9126ffab5,07,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-05-28,83a6e75c503bbacdfcaabeaa1cddbf8d066e35c86a0539e5e15d06cf37f0f09a,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-01,83918bfa1afe3594fb51df4aa1af5190375633d6007c657e9da67486d405cb70,87.55.217.176,200,Disabled,AimWare.exe,AimWare.exe,Windows,Monitor,backupstartup.exe,9d41bd2efc0b1f3893cf02964a7ee3c4672788c484b5d5cea1f6863cc8006264,HOME,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2015-10-14,8390d83461bbffd45cb9e92d2dd45efa59dd92c13d32b12fc6dd61a109d44ade,charlesvane.ddns.net,55554,Disabled,Disabled,Disabled,N/A,N/A,N/A,686572c7ec4066c707056d8e98014bb11af2f18d,EJEC,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-21,83a40981038e6bb6785e7b2e5b8c756e44f353055f6c9464376db5a7f7f4fab4,machination.duia.in,6399,machination.dynu.com,dhcp.exe,DHCPNET,DHCPNetwork,DHCPS,dhcps.exe,af79c93e5e1c8c06b64e967668d4e99a9dac7b8c566c3c88406c387fcd746c4b,M4CHINATION,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2016-06-03,96eb7d24b69bde2c12ae6bb860ccf2a6af52ad97e73ff725435f586bd045cdc8,threebones.duckdns.org,4400,fourbones.duckdns.org,windowsbootapp.exe,Windows Protector,WindowsUpdate,Host Services,UpdateScheduler.exe,6be0ada86ee8e1f5725e399f8e7b18ad0a2544d8b11f01a06be8558017545437,HOME,Yes,No,Yes,No,No,No,Yes,Yes,No
2015-08-17,96dedbb38895b3952fcd997683ca3b294613f41eae01238323a82768227aef5f,natefrankweed.jumpingcrab.com,82,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,Slave,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-05-11,96e2c0fe21b85b958c72a2eb3d737c5e444396812801f8357ccb8a76bc44b90e,rebound.redirectme.net,6318,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,17dbbd255507b2293d8eb615dc30d06c382da77d,continuem,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-01-14,96e504f00ffc9c0dd51a7281331914ea330cc433d565a4130a4e48fc0050b388,94.242.57.172,1221,Disabled,svchost.exe,Windows Update,N/A,N/A,N/A,594a24dd0d4fc279c465af9d60b4359743cb64f2,zombie,No,No,Yes,No,No,No,No,No,No
2015-05-19,96e91d0a4b6e9c13e49d7d3bf65aa377abefe4759b562639bc557e1ebcc8de7e,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-06-30,96c783376f938e1f54449c7ff2bfb14eed7ed71dce10cb7efb12d8b1a2c772cf,alienware123.duckdns.org,9045,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,6ecaeb425d5346f68c3416286fc3b13c1c4b8e10,07.06,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-11-03,96d037db3ce312466cd9766330efa641926849bb1b213b2d64a9a509be54f592,95.239.150.118,6318,Disabled,DDOS BY ULQUIORRA,DDOS BY ULQUIORRA,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,Nacciolo,No,Yes,No,Yes,Yes,No,No,No,No
2016-06-21,96de7674ca50e2a45594329861bc38f4948d37388f69304cc31b33ba5c23c4c8,mopol.mooo.com,8485,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,59957fb1c88ac81ef84ff2c600ca6bd6f6f23495ed9cf62fcd7ac3d2213b1ad1,HOME,No,No,Yes,No,Yes,No,No,No,No
2016-06-12,919f40ab7d2d7c6e99861cafbcfb968a1e9f17ad9151d9bdc0d1cc42f7341842,craftes.sytes.net,444,kraft.is-slick.com,repair.exe,Mechanic,N/A,N/A,N/A,a3a3a51e9eff526a97441b1d11ad1a1e871e8f7e,Microsoft,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-07-14,919ff018b822582acd5a8a3d5e2605ad8f49d6a81f56d0ddec3a1b0384cb4230,185.17.1.25,999,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,51d88bf182447d8e4d2869146fc11e2b98cc9cab,botshop,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-15,918139ab1bb35a3c1b680c907faeb435a70371cb0eec65276c1ae3e5064bdc25,maximazorreguieta.no-ip.info,9999,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,ab9ec978266257af5c942b9679a0d0deec6bb945,samsung,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-28,918da9a110cb391e948fd31bfb0c766401b083bc8d6b38330db5200a8e80e153,kaboda.sexidude.com,1644,Disabled,Disabled,Disabled,N/A,N/A,N/A,3c513544bca249e4c0d165c2a06e476d56e69fc1,SMAC,No,No,Yes,Yes,Yes,No,No,No,No
2015-05-19,9194955992ce356824440605231d5471aa1b5074fbb44bd1c29b8274f47355d5,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-07-03,91966e971a89053c61ffc111c8a5f2bfa4d08ead0a35ffd9325c4595ee5bea3c,joysticker.ddns.net,22013,Disabled,client.exe,Luminosity Client,N/A,N/A,N/A,b91fd21df2b7478680df443d7813856e3b61674a,victims,No,Yes,Yes,No,Yes,No,No,No,No
2016-02-21,919c3a209fd3f443c823d6833c6bc7628d8c299ec93b3ec3bb4960edaabf918f,216.38.7.233,1604,Disabled,repair.exe,Mechanic,N/A,N/A,N/A,0846d4717cead9f4a37348abb4ef0b199f860f78,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-30,7c56e53da4fa4096329d29e4b9f89b1996c1bc7ecd9bfa4d64efdb46c2610b1c,185.17.1.235,6318,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,db1f9bce9ec9bec98a91e1778221928ad64701f7,HOME,No,Yes,No,Yes,Yes,No,No,No,No
2015-06-30,7c545b94abd468d5489f49a7bdb29dec2394080753ed8f5ea6c7ad90ece25ac0,www.ichorx.duckdns.org,25565,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-03-13,639e381081d6872d784fc089b74ee4d791f73a968138379942c2d745d178939b,cool.andrewsnetwork.org,6968,Disabled,Disabled,Disabled,N/A,N/A,N/A,6d4af916947c08af2de97a2c3b876fa1afbf253b,FCP,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-06-17,6399e9d2a2d33296b63e664d76d11eb85a32901d00023b5cc3b8e48eb0721ffc,grxftxr2asdfgh.duckdns.org,8745,Disabled,mumbleclientx64.exe,LCLIENT001,N/A,N/A,N/A,17c56d3aff37ea15dcbab2112536943c9adfeaa1,LCLIENT001,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-04-11,63899dd7eae32a6f9035cdd21a2b1eb3badce6e8942b0b6f14691e7892b975e1,malcomveee.duckdns.org,6908,Disabled,kokomouse.exe,fafa,N/A,N/A,N/A,84940340b71c9e02a18ab944e0725b921179edb0,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-06-03,7c1fe6b2aa68426d04db97e78cdeef98479deece5128cd90c387a293581af0f6,lenov.zapto.org,4909,Disabled,explorersrcc.exe,Client Monitor,HOME,explorere,iexplorererrcss.exe,77d5faa35bf9201e901f06b878fd7c5ac0e34dc3950fb851d71c0814f1364e96,SUCCESS,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-04-23,6394aebdeb4b20a41af937edc5a9ec43ae359ed41b2e4263f9e7c695e02fe96c,whois.csgoblock.com,6318,Disabled,startup.exe,Client Monitor,Client,Monitor,backupstartup.exe,c244d58e8af6e59938d3df6ff1a73d958197c72b43fe86f37b8abb4f3210bdf8,HOME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2015-07-22,638fe7b23694b99ae4a9865dfb469989fb6dba88221b24eadc34da3f02138d67,nemotheman.no-ip.biz,100,Disabled,system32.exe,System32,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-09-29,637d1cd6e965396aa8eaaf9f4807b8dad082ea8234358153ff7f5744bc7b8082,96.51.152.72,1337,Disabled,VPM.exe,VPN ,N/A,N/A,N/A,7433cdb324b04dd5e3c3db213381216c7c539baa,Skids,No,Yes,No,Yes,Yes,No,No,No,No
2015-11-05,7c40e3c0cff37c711f64c49730afa066d58003961b689f62e17ccdbf1d9f213b,marcus1234.no-ip.biz,5552,Disabled,Disabled,Disabled,N/A,N/A,N/A,5cce345cf927c613aea1709557b8d3744840de80,KritoxReborn,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-11-01,6381c184e5be6662563dd05a0f331f58ac5264e2c3323f4718d94340d7bcc41e,62.210.181.11,11087,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,426ce7f3a7b418bcda7677a6bb3dada3b18003e7,test,No,Yes,Yes,Yes,No,No,No,No,No
2015-05-19,637de6b0c871b2aa7e5e23d4c3a2bb2f68b0657350dee5e7c2c36977776ee26f,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-24,9378cd88fe18858330aac36edd44f13fe58d7850d8a06d4d686792b634498ac4,212.7.208.69,2222,Disabled,client.exe,Client Monitor,Client,Monitor,clientmonitor.exe,97dfcec938ecab645e2669a0828b04010f77c366fee5a2488a64cac9d1cbb88f,HOME,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2016-05-10,758b6285f6787d3908f65a57a00823ca94f0017da46a7cfb89aa2ce504994d2d,149.3.143.104,6713,Disabled,Disabled,Disabled,N/A,N/A,N/A,4f4aa0b8e55180fdc098155633a9037d88f7bc7f,bots,No,Yes,Yes,Yes,No,No,No,No,No
2015-10-15,7ed39c12a0307477d361c4a45c07203137a195161394ddb3cddf8d9dcca97cf7,bomburswe.wha.la,2607,bomburswe.chickenkiller.com,Disabled,Disabled,N/A,N/A,N/A,7e3da77c635a26736298210264860dab06e86a89,CS15,No,No,Yes,Yes,Yes,No,No,No,No
2015-05-16,5e97018c3221471b4506a317200e15a56ba16b70fdef7161a974e2778840680b,sverus.ddns.net,1400,Disabled,winlogon.exe,Winlogon,N/A,N/A,N/A,2006cc6cfaa4421910d7d81873bf16f37e8d7859,HOME,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-11-19,759d97b1d8296e2d2080fc15f8301961d8eeaf6d9ee0aaf72b8508e758ea6358,45df36.dyndns.info,6318,132.dyndns.info,repair.exe,Mechanic,N/A,N/A,N/A,46eb0065973e3bedb34adf8d685bc929c3681a88,2308,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-06-15,5e2dbed309db1ef72f72340635ff785039b9aac5509eb825b11f62f1695ee3e0,185.84.181.94,4020,Disabled,client.exe,Client Monitor,Microsoft,Monitor,clientmonitor.exe,20cf5d7cf4c79f8b6b967cc591055a44971ba07de21e1957862d66ec17a9354b,MAY23,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
2015-04-27,5e2aeefc73a684995baa7b0f154362cca05ac84c3f959606d314a520a0967fd3,zassielumo.ddns.net,12345,Disabled,sysmon.exe,System Monitor,N/A,N/A,N/A,14a29b54da13aa30121318b78a85e513ea3b2ef8,UPDATE3,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-02-14,5e40abff6d16a216d41d76ccef80d85d23d1a0c89e6eed2d4e9edba0665a322a,renzoproz.no-ip.org,1337,Disabled,Disabled,Disabled,N/A,N/A,N/A,473c3fd50214899381d089174ce8d4cf004d859d,Oblivious,No,No,No,No,No,No,No,No,No
2016-05-17,5e38cc28eec150ae1488bc54fc715914772f76adfacc203b320525211e859312,reeeeed.dyndns.biz,25252,Disabled,Disabled,Disabled,N/A,N/A,N/A,d9d68a4943874084802b2972c674e189d248212f,newone,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-10-13,5e689bf68ab6751f78745f523ad9d81c274828e45998d93f2ff5feb78b1a27e4,venflame.ignorelist.com,1855,Disabled,windowsx86.exe,Windows x86 Startup,N/A,N/A,N/A,37d3abf93dbe04b7eb83987cae627f61c2b48eeb,Abyss,No,Yes,Yes,Yes,Yes,No,No,No,No
2015-07-25,5e47a4c314a48c25f66552cd151d83ffbc6c285f3c115e979e295b598a19e4f3,msoft.servegame.com,33249,Disabled,helper.exe,Computer Helper,N/A,N/A,N/A,26c3da2f3c1201dc66482f16d6cc752a19c2705b,torrents,No,Yes,Yes,Yes,Yes,No,No,No,No
2016-05-24,7eb8ae7e085f4834f583bbc1442b59bffe34fcc6a9dd2a5bbc6b9906c1326e94,rdp.netpipe.xyz,6318,test.opendirectory.biz,client.exe,Clientx,Clientx,Monitorx,clientmonitor.exe,b1921da7540a756b6acd55b3d7a420c3182fc1c78f611164e75371597f0a8724,NOOBS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
